"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+02:00","Lopetusaika UTC+02:00","Sähköntuotantoennuste - päivittyvä tuntienergiatieto"
"2021-01-08 15:00:00","2021-01-08 16:00:00","2021-01-08 17:00:00","2021-01-08 18:00:00","9351.298095"
"2021-01-08 16:00:00","2021-01-08 17:00:00","2021-01-08 18:00:00","2021-01-08 19:00:00","9439.318427"
"2021-01-08 17:00:00","2021-01-08 18:00:00","2021-01-08 19:00:00","2021-01-08 20:00:00","9357.823867"
"2021-01-08 18:00:00","2021-01-08 19:00:00","2021-01-08 20:00:00","2021-01-08 21:00:00","9232.976547"
"2021-01-08 19:00:00","2021-01-08 20:00:00","2021-01-08 21:00:00","2021-01-08 22:00:00","8970.372326"
"2021-01-08 20:00:00","2021-01-08 21:00:00","2021-01-08 22:00:00","2021-01-08 23:00:00","8756.84221"
"2021-01-08 21:00:00","2021-01-08 22:00:00","2021-01-08 23:00:00","2021-01-09 00:00:00","8355.002626"
"2021-01-08 22:00:00","2021-01-08 23:00:00","2021-01-09 00:00:00","2021-01-09 01:00:00","8074.429598"
"2021-01-08 23:00:00","2021-01-09 00:00:00","2021-01-09 01:00:00","2021-01-09 02:00:00","8018.243521"
"2021-01-09 00:00:00","2021-01-09 01:00:00","2021-01-09 02:00:00","2021-01-09 03:00:00","8034.518915"
"2021-01-09 01:00:00","2021-01-09 02:00:00","2021-01-09 03:00:00","2021-01-09 04:00:00","7949.57197"
"2021-01-09 02:00:00","2021-01-09 03:00:00","2021-01-09 04:00:00","2021-01-09 05:00:00","7918.570046"
"2021-01-09 03:00:00","2021-01-09 04:00:00","2021-01-09 05:00:00","2021-01-09 06:00:00","7963.423751"
"2021-01-09 04:00:00","2021-01-09 05:00:00","2021-01-09 06:00:00","2021-01-09 07:00:00","8059.731528"
"2021-01-09 05:00:00","2021-01-09 06:00:00","2021-01-09 07:00:00","2021-01-09 08:00:00","8323.856251"
"2021-01-09 06:00:00","2021-01-09 07:00:00","2021-01-09 08:00:00","2021-01-09 09:00:00","8556.673551"
"2021-01-09 07:00:00","2021-01-09 08:00:00","2021-01-09 09:00:00","2021-01-09 10:00:00","8902.599154"
"2021-01-09 08:00:00","2021-01-09 09:00:00","2021-01-09 10:00:00","2021-01-09 11:00:00","9229.05047"
"2021-01-09 09:00:00","2021-01-09 10:00:00","2021-01-09 11:00:00","2021-01-09 12:00:00","9279.039162"
"2021-01-09 10:00:00","2021-01-09 11:00:00","2021-01-09 12:00:00","2021-01-09 13:00:00","9226.399341"
"2021-01-09 11:00:00","2021-01-09 12:00:00","2021-01-09 13:00:00","2021-01-09 14:00:00","9222.824932"
"2021-01-09 12:00:00","2021-01-09 13:00:00","2021-01-09 14:00:00","2021-01-09 15:00:00","9175.605082"
"2021-01-09 13:00:00","2021-01-09 14:00:00","2021-01-09 15:00:00","2021-01-09 16:00:00","9153.102442"
"2021-01-09 14:00:00","2021-01-09 15:00:00","2021-01-09 16:00:00","2021-01-09 17:00:00","9201.283931"
"2021-01-09 15:00:00","2021-01-09 16:00:00","2021-01-09 17:00:00","2021-01-09 18:00:00","9461.901362"
"2021-01-09 16:00:00","2021-01-09 17:00:00","2021-01-09 18:00:00","2021-01-09 19:00:00","9630.4947"
"2021-01-09 17:00:00","2021-01-09 18:00:00","2021-01-09 19:00:00","2021-01-09 20:00:00","9653.879896"
"2021-01-09 18:00:00","2021-01-09 19:00:00","2021-01-09 20:00:00","2021-01-09 21:00:00","9544.423432"
"2021-01-09 19:00:00","2021-01-09 20:00:00","2021-01-09 21:00:00","2021-01-09 22:00:00","9206.811313"
"2021-01-09 20:00:00","2021-01-09 21:00:00","2021-01-09 22:00:00","2021-01-09 23:00:00","8972.477833"
"2021-01-09 21:00:00","2021-01-09 22:00:00","2021-01-09 23:00:00","2021-01-10 00:00:00","8996.359411"
"2021-01-09 22:00:00","2021-01-09 23:00:00","2021-01-10 00:00:00","2021-01-10 01:00:00","8790.343701"
"2021-01-09 23:00:00","2021-01-10 00:00:00","2021-01-10 01:00:00","2021-01-10 02:00:00","8841.034532"
"2021-01-10 00:00:00","2021-01-10 01:00:00","2021-01-10 02:00:00","2021-01-10 03:00:00","8940.845117"
"2021-01-10 01:00:00","2021-01-10 02:00:00","2021-01-10 03:00:00","2021-01-10 04:00:00","8910.184998"
"2021-01-10 02:00:00","2021-01-10 03:00:00","2021-01-10 04:00:00","2021-01-10 05:00:00","8886.530455"
"2021-01-10 03:00:00","2021-01-10 04:00:00","2021-01-10 05:00:00","2021-01-10 06:00:00","8869.290505"
"2021-01-10 04:00:00","2021-01-10 05:00:00","2021-01-10 06:00:00","2021-01-10 07:00:00","9040.423746"
"2021-01-10 05:00:00","2021-01-10 06:00:00","2021-01-10 07:00:00","2021-01-10 08:00:00","9374.729933"
"2021-01-10 06:00:00","2021-01-10 07:00:00","2021-01-10 08:00:00","2021-01-10 09:00:00","9577.45072"
"2021-01-10 07:00:00","2021-01-10 08:00:00","2021-01-10 09:00:00","2021-01-10 10:00:00","9703.360745"
"2021-01-10 08:00:00","2021-01-10 09:00:00","2021-01-10 10:00:00","2021-01-10 11:00:00","9606.583951"
"2021-01-10 09:00:00","2021-01-10 10:00:00","2021-01-10 11:00:00","2021-01-10 12:00:00","9816.464983"
"2021-01-10 10:00:00","2021-01-10 11:00:00","2021-01-10 12:00:00","2021-01-10 13:00:00","10027.018215"
"2021-01-10 11:00:00","2021-01-10 12:00:00","2021-01-10 13:00:00","2021-01-10 14:00:00","10167.121743"
"2021-01-10 12:00:00","2021-01-10 13:00:00","2021-01-10 14:00:00","2021-01-10 15:00:00","10078.539585"
"2021-01-10 13:00:00","2021-01-10 14:00:00","2021-01-10 15:00:00","2021-01-10 16:00:00","10219.965712"
"2021-01-10 14:00:00","2021-01-10 15:00:00","2021-01-10 16:00:00","2021-01-10 17:00:00","10311.492982"
"2021-01-10 15:00:00","2021-01-10 16:00:00","2021-01-10 17:00:00","2021-01-10 18:00:00","10528.246565"
"2021-01-10 16:00:00","2021-01-10 17:00:00","2021-01-10 18:00:00","2021-01-10 19:00:00","10657.683051"
"2021-01-10 17:00:00","2021-01-10 18:00:00","2021-01-10 19:00:00","2021-01-10 20:00:00","10625.132064"
"2021-01-10 18:00:00","2021-01-10 19:00:00","2021-01-10 20:00:00","2021-01-10 21:00:00","10310.875339"
"2021-01-10 19:00:00","2021-01-10 20:00:00","2021-01-10 21:00:00","2021-01-10 22:00:00","10056.840818"
"2021-01-10 20:00:00","2021-01-10 21:00:00","2021-01-10 22:00:00","2021-01-10 23:00:00","9919.466856"
"2021-01-10 21:00:00","2021-01-10 22:00:00","2021-01-10 23:00:00","2021-01-11 00:00:00","9708.493648"
"2021-01-10 22:00:00","2021-01-10 23:00:00","2021-01-11 00:00:00","2021-01-11 01:00:00","9433.245258"
"2021-01-10 23:00:00","2021-01-11 00:00:00","2021-01-11 01:00:00","2021-01-11 02:00:00","9184.624164"
"2021-01-11 00:00:00","2021-01-11 01:00:00","2021-01-11 02:00:00","2021-01-11 03:00:00","9064.160824"
"2021-01-11 01:00:00","2021-01-11 02:00:00","2021-01-11 03:00:00","2021-01-11 04:00:00","8922.148263"
"2021-01-11 02:00:00","2021-01-11 03:00:00","2021-01-11 04:00:00","2021-01-11 05:00:00","8920.008621"
"2021-01-11 03:00:00","2021-01-11 04:00:00","2021-01-11 05:00:00","2021-01-11 06:00:00","9150.52173"
"2021-01-11 04:00:00","2021-01-11 05:00:00","2021-01-11 06:00:00","2021-01-11 07:00:00","9381.103456"
"2021-01-11 05:00:00","2021-01-11 06:00:00","2021-01-11 07:00:00","2021-01-11 08:00:00","9849.569623"
"2021-01-11 06:00:00","2021-01-11 07:00:00","2021-01-11 08:00:00","2021-01-11 09:00:00","10194.761509"
"2021-01-11 07:00:00","2021-01-11 08:00:00","2021-01-11 09:00:00","2021-01-11 10:00:00","10315.883587"
"2021-01-11 08:00:00","2021-01-11 09:00:00","2021-01-11 10:00:00","2021-01-11 11:00:00","10290.682357"
"2021-01-11 09:00:00","2021-01-11 10:00:00","2021-01-11 11:00:00","2021-01-11 12:00:00","10192.407429"
"2021-01-11 10:00:00","2021-01-11 11:00:00","2021-01-11 12:00:00","2021-01-11 13:00:00","10224.079085"
"2021-01-11 11:00:00","2021-01-11 12:00:00","2021-01-11 13:00:00","2021-01-11 14:00:00","10052.831735"
"2021-01-11 12:00:00","2021-01-11 13:00:00","2021-01-11 14:00:00","2021-01-11 15:00:00","10051.220872"
"2021-01-11 13:00:00","2021-01-11 14:00:00","2021-01-11 15:00:00","2021-01-11 16:00:00","10160.893806"
"2021-01-11 14:00:00","2021-01-11 15:00:00","2021-01-11 16:00:00","2021-01-11 17:00:00","10335.519275"
"2021-01-11 15:00:00","2021-01-11 16:00:00","2021-01-11 17:00:00","2021-01-11 18:00:00","10499.956026"
"2021-01-11 16:00:00","2021-01-11 17:00:00","2021-01-11 18:00:00","2021-01-11 19:00:00","10675.448539"
"2021-01-11 17:00:00","2021-01-11 18:00:00","2021-01-11 19:00:00","2021-01-11 20:00:00","10728.978455"
"2021-01-11 18:00:00","2021-01-11 19:00:00","2021-01-11 20:00:00","2021-01-11 21:00:00","10475.601384"
"2021-01-11 19:00:00","2021-01-11 20:00:00","2021-01-11 21:00:00","2021-01-11 22:00:00","10125.198722"
"2021-01-11 20:00:00","2021-01-11 21:00:00","2021-01-11 22:00:00","2021-01-11 23:00:00","10043.529934"
"2021-01-11 21:00:00","2021-01-11 22:00:00","2021-01-11 23:00:00","2021-01-12 00:00:00","9997.997989"
"2021-01-11 22:00:00","2021-01-11 23:00:00","2021-01-12 00:00:00","2021-01-12 01:00:00","9662.847629"
"2021-01-11 23:00:00","2021-01-12 00:00:00","2021-01-12 01:00:00","2021-01-12 02:00:00","9462.340877"
"2021-01-12 00:00:00","2021-01-12 01:00:00","2021-01-12 02:00:00","2021-01-12 03:00:00","9459.76506"
"2021-01-12 01:00:00","2021-01-12 02:00:00","2021-01-12 03:00:00","2021-01-12 04:00:00","9449.220422"
"2021-01-12 02:00:00","2021-01-12 03:00:00","2021-01-12 04:00:00","2021-01-12 05:00:00","9590.508904"
"2021-01-12 03:00:00","2021-01-12 04:00:00","2021-01-12 05:00:00","2021-01-12 06:00:00","9728.393193"
"2021-01-12 04:00:00","2021-01-12 05:00:00","2021-01-12 06:00:00","2021-01-12 07:00:00","10129.414812"
"2021-01-12 05:00:00","2021-01-12 06:00:00","2021-01-12 07:00:00","2021-01-12 08:00:00","10575.57633"
"2021-01-12 06:00:00","2021-01-12 07:00:00","2021-01-12 08:00:00","2021-01-12 09:00:00","10985.259528"
"2021-01-12 07:00:00","2021-01-12 08:00:00","2021-01-12 09:00:00","2021-01-12 10:00:00","11167.842965"
"2021-01-12 08:00:00","2021-01-12 09:00:00","2021-01-12 10:00:00","2021-01-12 11:00:00","11207.147798"
"2021-01-12 09:00:00","2021-01-12 10:00:00","2021-01-12 11:00:00","2021-01-12 12:00:00","11216.388954"
"2021-01-12 10:00:00","2021-01-12 11:00:00","2021-01-12 12:00:00","2021-01-12 13:00:00","11133.74194"
"2021-01-12 11:00:00","2021-01-12 12:00:00","2021-01-12 13:00:00","2021-01-12 14:00:00","11013.605343"
"2021-01-12 12:00:00","2021-01-12 13:00:00","2021-01-12 14:00:00","2021-01-12 15:00:00","10846.963126"
"2021-01-12 13:00:00","2021-01-12 14:00:00","2021-01-12 15:00:00","2021-01-12 16:00:00","10732.540709"
"2021-01-12 14:00:00","2021-01-12 15:00:00","2021-01-12 16:00:00","2021-01-12 17:00:00","10867.666067"
"2021-01-12 15:00:00","2021-01-12 16:00:00","2021-01-12 17:00:00","2021-01-12 18:00:00","11349.670706"
"2021-01-12 16:00:00","2021-01-12 17:00:00","2021-01-12 18:00:00","2021-01-12 19:00:00","11425.088134"
"2021-01-12 17:00:00","2021-01-12 18:00:00","2021-01-12 19:00:00","2021-01-12 20:00:00","11437.739937"
"2021-01-12 18:00:00","2021-01-12 19:00:00","2021-01-12 20:00:00","2021-01-12 21:00:00","11014.282995"
"2021-01-12 19:00:00","2021-01-12 20:00:00","2021-01-12 21:00:00","2021-01-12 22:00:00","10708.737282"
"2021-01-12 20:00:00","2021-01-12 21:00:00","2021-01-12 22:00:00","2021-01-12 23:00:00","10453.700922"
"2021-01-12 21:00:00","2021-01-12 22:00:00","2021-01-12 23:00:00","2021-01-13 00:00:00","10172.933499"
"2021-01-12 22:00:00","2021-01-12 23:00:00","2021-01-13 00:00:00","2021-01-13 01:00:00","9981.656276"
"2021-01-12 23:00:00","2021-01-13 00:00:00","2021-01-13 01:00:00","2021-01-13 02:00:00","9603.56223"
"2021-01-13 00:00:00","2021-01-13 01:00:00","2021-01-13 02:00:00","2021-01-13 03:00:00","9544.995296"
"2021-01-13 01:00:00","2021-01-13 02:00:00","2021-01-13 03:00:00","2021-01-13 04:00:00","9447.348377"
"2021-01-13 02:00:00","2021-01-13 03:00:00","2021-01-13 04:00:00","2021-01-13 05:00:00","9410.080802"
"2021-01-13 03:00:00","2021-01-13 04:00:00","2021-01-13 05:00:00","2021-01-13 06:00:00","9502.524571"
"2021-01-13 04:00:00","2021-01-13 05:00:00","2021-01-13 06:00:00","2021-01-13 07:00:00","9948.026849"
"2021-01-13 05:00:00","2021-01-13 06:00:00","2021-01-13 07:00:00","2021-01-13 08:00:00","10244.868151"
"2021-01-13 06:00:00","2021-01-13 07:00:00","2021-01-13 08:00:00","2021-01-13 09:00:00","10511.737015"
"2021-01-13 07:00:00","2021-01-13 08:00:00","2021-01-13 09:00:00","2021-01-13 10:00:00","10655.950662"
"2021-01-13 08:00:00","2021-01-13 09:00:00","2021-01-13 10:00:00","2021-01-13 11:00:00","10502.997378"
"2021-01-13 09:00:00","2021-01-13 10:00:00","2021-01-13 11:00:00","2021-01-13 12:00:00","10633.924109"
"2021-01-13 10:00:00","2021-01-13 11:00:00","2021-01-13 12:00:00","2021-01-13 13:00:00","10549.724838"
"2021-01-13 11:00:00","2021-01-13 12:00:00","2021-01-13 13:00:00","2021-01-13 14:00:00","10378.798298"
"2021-01-13 12:00:00","2021-01-13 13:00:00","2021-01-13 14:00:00","2021-01-13 15:00:00","10382.844608"
"2021-01-13 13:00:00","2021-01-13 14:00:00","2021-01-13 15:00:00","2021-01-13 16:00:00","10593.62301"
"2021-01-13 14:00:00","2021-01-13 15:00:00","2021-01-13 16:00:00","2021-01-13 17:00:00","10619.494318"
"2021-01-13 15:00:00","2021-01-13 16:00:00","2021-01-13 17:00:00","2021-01-13 18:00:00","10519.644375"
"2021-01-13 16:00:00","2021-01-13 17:00:00","2021-01-13 18:00:00","2021-01-13 19:00:00","10584.314142"
"2021-01-13 17:00:00","2021-01-13 18:00:00","2021-01-13 19:00:00","2021-01-13 20:00:00","10530.988779"
"2021-01-13 18:00:00","2021-01-13 19:00:00","2021-01-13 20:00:00","2021-01-13 21:00:00","10106.116126"
"2021-01-13 19:00:00","2021-01-13 20:00:00","2021-01-13 21:00:00","2021-01-13 22:00:00","9624.113106"
"2021-01-13 20:00:00","2021-01-13 21:00:00","2021-01-13 22:00:00","2021-01-13 23:00:00","9533.980965"
"2021-01-13 21:00:00","2021-01-13 22:00:00","2021-01-13 23:00:00","2021-01-14 00:00:00","9224.326211"
"2021-01-13 22:00:00","2021-01-13 23:00:00","2021-01-14 00:00:00","2021-01-14 01:00:00","9006.505694"
"2021-01-13 23:00:00","2021-01-14 00:00:00","2021-01-14 01:00:00","2021-01-14 02:00:00","8923.963397"
"2021-01-14 00:00:00","2021-01-14 01:00:00","2021-01-14 02:00:00","2021-01-14 03:00:00","8809.936637"
"2021-01-14 01:00:00","2021-01-14 02:00:00","2021-01-14 03:00:00","2021-01-14 04:00:00","8768.898271"
"2021-01-14 02:00:00","2021-01-14 03:00:00","2021-01-14 04:00:00","2021-01-14 05:00:00","8735.280646"
"2021-01-14 03:00:00","2021-01-14 04:00:00","2021-01-14 05:00:00","2021-01-14 06:00:00","8865.256596"
"2021-01-14 04:00:00","2021-01-14 05:00:00","2021-01-14 06:00:00","2021-01-14 07:00:00","9266.000237"
"2021-01-14 05:00:00","2021-01-14 06:00:00","2021-01-14 07:00:00","2021-01-14 08:00:00","9537.273861"
"2021-01-14 06:00:00","2021-01-14 07:00:00","2021-01-14 08:00:00","2021-01-14 09:00:00","9682.097399"
"2021-01-14 07:00:00","2021-01-14 08:00:00","2021-01-14 09:00:00","2021-01-14 10:00:00","9744.950769"
"2021-01-14 08:00:00","2021-01-14 09:00:00","2021-01-14 10:00:00","2021-01-14 11:00:00","9759.101076"
"2021-01-14 09:00:00","2021-01-14 10:00:00","2021-01-14 11:00:00","2021-01-14 12:00:00","9620.170067"
"2021-01-14 10:00:00","2021-01-14 11:00:00","2021-01-14 12:00:00","2021-01-14 13:00:00","9536.192206"
"2021-01-14 11:00:00","2021-01-14 12:00:00","2021-01-14 13:00:00","2021-01-14 14:00:00","9554.492524"
"2021-01-14 12:00:00","2021-01-14 13:00:00","2021-01-14 14:00:00","2021-01-14 15:00:00","9472.287919"
"2021-01-14 13:00:00","2021-01-14 14:00:00","2021-01-14 15:00:00","2021-01-14 16:00:00","9525.597303"
"2021-01-14 14:00:00","2021-01-14 15:00:00","2021-01-14 16:00:00","2021-01-14 17:00:00","9588.342522"
"2021-01-14 15:00:00","2021-01-14 16:00:00","2021-01-14 17:00:00","2021-01-14 18:00:00","9671.309721"
"2021-01-14 16:00:00","2021-01-14 17:00:00","2021-01-14 18:00:00","2021-01-14 19:00:00","9665.798769"
"2021-01-14 17:00:00","2021-01-14 18:00:00","2021-01-14 19:00:00","2021-01-14 20:00:00","9732.836405"
"2021-01-14 18:00:00","2021-01-14 19:00:00","2021-01-14 20:00:00","2021-01-14 21:00:00","9584.090121"
"2021-01-14 19:00:00","2021-01-14 20:00:00","2021-01-14 21:00:00","2021-01-14 22:00:00","9399.509529"
"2021-01-14 20:00:00","2021-01-14 21:00:00","2021-01-14 22:00:00","2021-01-14 23:00:00","8996.256807"
"2021-01-14 21:00:00","2021-01-14 22:00:00","2021-01-14 23:00:00","2021-01-15 00:00:00","8923.248755"
"2021-01-14 22:00:00","2021-01-14 23:00:00","2021-01-15 00:00:00","2021-01-15 01:00:00","8706.812569"
"2021-01-14 23:00:00","2021-01-15 00:00:00","2021-01-15 01:00:00","2021-01-15 02:00:00","8585.933285"
"2021-01-15 00:00:00","2021-01-15 01:00:00","2021-01-15 02:00:00","2021-01-15 03:00:00","8571.530775"
"2021-01-15 01:00:00","2021-01-15 02:00:00","2021-01-15 03:00:00","2021-01-15 04:00:00","8550.743638"
"2021-01-15 02:00:00","2021-01-15 03:00:00","2021-01-15 04:00:00","2021-01-15 05:00:00","8521.079867"
"2021-01-15 03:00:00","2021-01-15 04:00:00","2021-01-15 05:00:00","2021-01-15 06:00:00","8683.67654"
"2021-01-15 04:00:00","2021-01-15 05:00:00","2021-01-15 06:00:00","2021-01-15 07:00:00","9210.229738"
"2021-01-15 05:00:00","2021-01-15 06:00:00","2021-01-15 07:00:00","2021-01-15 08:00:00","9408.656195"
"2021-01-15 06:00:00","2021-01-15 07:00:00","2021-01-15 08:00:00","2021-01-15 09:00:00","9654.479166"
"2021-01-15 07:00:00","2021-01-15 08:00:00","2021-01-15 09:00:00","2021-01-15 10:00:00","9791.495292"
"2021-01-15 08:00:00","2021-01-15 09:00:00","2021-01-15 10:00:00","2021-01-15 11:00:00","9808.433463"
"2021-01-15 09:00:00","2021-01-15 10:00:00","2021-01-15 11:00:00","2021-01-15 12:00:00","9758.907199"
"2021-01-15 10:00:00","2021-01-15 11:00:00","2021-01-15 12:00:00","2021-01-15 13:00:00","9727.640499"
"2021-01-15 11:00:00","2021-01-15 12:00:00","2021-01-15 13:00:00","2021-01-15 14:00:00","9735.863836"
"2021-01-15 12:00:00","2021-01-15 13:00:00","2021-01-15 14:00:00","2021-01-15 15:00:00","9561.625153"
"2021-01-15 13:00:00","2021-01-15 14:00:00","2021-01-15 15:00:00","2021-01-15 16:00:00","9616.616185"
"2021-01-15 14:00:00","2021-01-15 15:00:00","2021-01-15 16:00:00","2021-01-15 17:00:00","9659.580078"
"2021-01-15 15:00:00","2021-01-15 16:00:00","2021-01-15 17:00:00","2021-01-15 18:00:00","9842.217701"
"2021-01-15 16:00:00","2021-01-15 17:00:00","2021-01-15 18:00:00","2021-01-15 19:00:00","9814.288713"
"2021-01-15 17:00:00","2021-01-15 18:00:00","2021-01-15 19:00:00","2021-01-15 20:00:00","9766.233223"
"2021-01-15 18:00:00","2021-01-15 19:00:00","2021-01-15 20:00:00","2021-01-15 21:00:00","9669.288297"
"2021-01-15 19:00:00","2021-01-15 20:00:00","2021-01-15 21:00:00","2021-01-15 22:00:00","9646.125035"
"2021-01-15 20:00:00","2021-01-15 21:00:00","2021-01-15 22:00:00","2021-01-15 23:00:00","9607.298984"
"2021-01-15 21:00:00","2021-01-15 22:00:00","2021-01-15 23:00:00","2021-01-16 00:00:00","9581.374962"
"2021-01-15 22:00:00","2021-01-15 23:00:00","2021-01-16 00:00:00","2021-01-16 01:00:00","9364.520178"
"2021-01-15 23:00:00","2021-01-16 00:00:00","2021-01-16 01:00:00","2021-01-16 02:00:00","9073.538572"
"2021-01-16 00:00:00","2021-01-16 01:00:00","2021-01-16 02:00:00","2021-01-16 03:00:00","8818.730348"
"2021-01-16 01:00:00","2021-01-16 02:00:00","2021-01-16 03:00:00","2021-01-16 04:00:00","8673.496704"
"2021-01-16 02:00:00","2021-01-16 03:00:00","2021-01-16 04:00:00","2021-01-16 05:00:00","8572.30602"
"2021-01-16 03:00:00","2021-01-16 04:00:00","2021-01-16 05:00:00","2021-01-16 06:00:00","8464.502473"
"2021-01-16 04:00:00","2021-01-16 05:00:00","2021-01-16 06:00:00","2021-01-16 07:00:00","8523.665398"
"2021-01-16 05:00:00","2021-01-16 06:00:00","2021-01-16 07:00:00","2021-01-16 08:00:00","8543.014934"
"2021-01-16 06:00:00","2021-01-16 07:00:00","2021-01-16 08:00:00","2021-01-16 09:00:00","8879.66513"
"2021-01-16 07:00:00","2021-01-16 08:00:00","2021-01-16 09:00:00","2021-01-16 10:00:00","9331.821268"
"2021-01-16 08:00:00","2021-01-16 09:00:00","2021-01-16 10:00:00","2021-01-16 11:00:00","9360.206664"
